id,uniquecontrast,plate,genes,pg,ms_score,ms_score_percent,activity,association_score,genetic_score,literature_score
2930,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00000,PG_00000,2.4062232458427566,0.6136167970086728,High (>25),0.1754027966845766,0.6874387373489852,0.5898761607779371
2932,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00001,PG_00001,21.99830764050963,0.6638870216192513,Silent,0.0054717072183883,0.4884005897648256,0.310899249006394
2934,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00002,PG_00002,37.42344407225505,0.7903683729162897,Medium (11-25),0.5696613360147461,0.5151069445770076,0.4888904196084507
2936,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00003,PG_00003,1.222913496634915,0.40276851240561906,Single (1),0.4376879322906785,0.483456163852664,0.9962685356929033
2938,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00004,PG_00004,6.384991768183895,0.7544874612469709,Low (2-10),0.05688992549690097,0.7825599354718259,0.614077427449773
2940,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00005,PG_00005,1.1425554108418587,0.30960861810278306,Low (2-10),0.4423551831094008,0.7616525658596687,0.8929163611658656
2942,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00006,PG_00006,2.18599270569448,0.8243431337313115,Low (2-10),0.9104097677556046,0.9688151034572152,0.8369687181273783
2944,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00007,PG_00007,4.0766670912098775,0.9628399710309432,Single (1),0.9817416247443328,0.67058794452974,0.3975314173353237
2946,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00008,PG_00008,25.71157960680232,0.21709980486104397,Single (1),0.8744826160236728,0.3102453658270049,0.5455901652733628
2948,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00009,PG_00009,5.971329772686743,0.030232157547212757,Medium (11-25),0.6780127358453033,0.3613734026849914,0.29386633831178777
2950,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00010,PG_00010,10.490844095034841,0.3980597135649413,Single (1),0.6969589945417272,0.8925112745191518,0.7616626455744882
2952,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00011,PG_00011,1.4862394280314164,0.5235098380885894,Single (1),0.6081179676557942,0.24936032033579913,0.8078998107114542
2954,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00012,PG_00012,3.0589203948662904,0.21547536074967322,Single (1),0.5884722667671146,0.9676193860855247,0.8094756050851166
2956,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00013,PG_00013,1.146894214356423,0.7128482183611887,Single (1),0.3336432097846175,0.1903420406819898,0.12719592018403036
2958,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00014,PG_00014,10.7237113940707,0.49236280609448435,Silent,0.4738908212983475,0.7864357069057826,0.350431701458641
2960,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00015,PG_00015,35.87703177504866,0.6981566342207609,Single (1),0.9302049717722329,0.6218554818456943,0.2635729593143499
2962,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00016,PG_00016,26.02909903288269,0.6670128109996344,Silent,0.7446222654573806,0.5494782537525996,0.8419450142326185
2964,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00017,PG_00017,3.5536841805080486,0.7255246612677914,Single (1),0.08381667879923926,0.2995374787192854,0.16298274170497296
2966,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00018,PG_00018,4.897373384850641,0.35965479450767734,Low (2-10),0.1335598138802705,0.6542325906855211,0.8230017347182781
2968,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00019,PG_00019,3.2899845937386147,0.8409994322884912,Single (1),0.30358022350734637,0.19088552764832212,0.4838186352149675
2970,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00020,PG_00020,1.1996928815470977,0.3142351107361451,High (>25),0.02551596369741005,0.4209662873491705,0.06347788064933624
2972,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00021,PG_00021,6.456150115112951,0.5551391581052666,High (>25),0.10047126497585956,0.5709209873340836,0.06813696381556156
2974,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00022,PG_00022,5.3159357307386275,0.3983081232447817,Silent,0.9406562710736625,0.2393372193193577,0.8706809694077458
2976,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00023,PG_00023,2.4019708361440353,0.9730092066095081,Medium (11-25),0.8232647700609343,0.10079036814714104,0.16120126357773368
2978,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00024,PG_00024,49.47666920199241,0.3402855318378969,High (>25),0.5887911483817325,0.4778555423683638,0.9634569817801995
2980,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00025,PG_00025,163.4245148719753,0.4494709819148617,Medium (11-25),0.34660157971209193,0.815320590670733,0.7013993201619414
2982,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00026,PG_00026,13.8226703710754,0.9291472814520687,Medium (11-25),0.7922231277027226,0.4999325308557768,0.0937311235829199
2984,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00027,PG_00027,25.009330029337498,0.2869297355633753,Medium (11-25),0.7869024737894308,0.3205449722785686,0.9257694560515904
2986,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00028,PG_00028,9.135189724511076,0.32985837330926804,High (>25),0.39904351825050743,0.7296722147335147,0.1306293656729387
2988,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00029,PG_00029,27.203949078876818,0.2949744671953649,Single (1),0.3087510241730328,0.5984575328190611,0.3359019537535841
2990,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00030,PG_00030,12.350714745550027,0.29883435701691985,Single (1),0.592840881067713,0.7608832435520575,0.19348500245357292
2992,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00031,PG_00031,29.90741896077091,0.3327420603701975,Low (2-10),0.08635373432965965,0.8803246797892346,0.7758445976362673
2994,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00032,PG_00032,2.592739590642312,0.8113717629430361,Silent,0.574342823373507,0.44076059955571245,0.4790672517573702
2996,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00033,PG_00033,4.733826806737228,0.08585941691544785,Single (1),0.09188062943222941,0.4716280966427262,0.2049690200539691
2998,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00034,PG_00034,7.530957846410169,0.2661373771391986,Single (1),0.6703360500014153,0.4770477703856526,0.29143569886489495
3000,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00035,PG_00035,22.66350619774235,0.13414664365265305,Single (1),0.7921947073462338,0.1896046669064514,0.9169597578749604
3002,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00036,PG_00036,21.703233055525093,0.3826246798174143,Silent,0.1543156494931366,0.6966184961945738,0.785770711810274
3004,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00037,PG_00037,21.043791552084862,0.9199223024391598,Single (1),0.04875021077064157,0.6107650160589206,0.3022594432485327
3006,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00038,PG_00038,8.082048245668746,0.3985957171207507,Low (2-10),0.6871777465740996,0.906400882569907,0.814424922623565
3008,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00039,PG_00039,0.8286289065145331,0.3085886521617561,Medium (11-25),0.9325524546728241,0.5166620922876538,0.2471428060384342
3010,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00040,PG_00040,22.00419803400672,0.4458324695024495,Low (2-10),0.4560880171471936,0.22046292680348767,0.4499499710641184
3012,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00041,PG_00041,17.174710435408308,0.5809954565017619,Silent,0.5264731358016859,0.048919552516355935,0.6994469161666238
3014,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00042,PG_00042,2.969930568829105,0.7433547282394429,Low (2-10),0.2261063087954106,0.17400026595625873,0.8914905320043438
3016,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00043,PG_00043,23.41036120854637,0.6648853162558147,Medium (11-25),0.3401077680902398,0.4891227920927883,0.5074033919475202
3018,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00044,PG_00044,3.883449323162052,0.051731567199543416,Medium (11-25),0.045855464983962424,0.6431605315000226,0.9592037566615955
3020,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00045,PG_00045,3.1516734333333636,0.12386843987937468,High (>25),0.09848170402694134,0.00832806997858615,0.06338736656125032
3022,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00046,PG_00046,8.615915731330412,0.5644921582495037,High (>25),0.6983112118314986,0.2797546428814447,0.14643290731091252
3024,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00047,PG_00047,180.450155588358,0.015865728046427274,Silent,0.3845068408956773,0.31496192615902574,0.5122534338930326
3026,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00048,PG_00048,1.8027408916080883,0.5044477818370211,Single (1),0.6834304974556901,0.5387374115059425,0.45853748244195935
3028,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00049,PG_00049,1.4764872538698124,0.2766752196672154,Low (2-10),0.8626239740130603,0.5932983863921858,0.20683544571314672
3030,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00050,PG_00050,1.8376581780327839,0.6687350256114724,Single (1),0.938954974940048,0.5625180285189967,0.9150515327601881
3032,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00051,PG_00051,6.0217896295663,0.4939625359295713,Single (1),0.6821626366342266,0.6001220461394059,0.9996484530011843
3034,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00052,PG_00052,7.937251195747694,0.45872233376160987,Medium (11-25),0.7992735851966657,0.7506348925385574,0.08181998622795317
3036,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00053,PG_00053,15.725166292143381,0.1615716453827265,Low (2-10),0.2911199685159692,0.4638536938634297,0.9535991211883196
3038,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00054,PG_00054,11.091054437841493,0.966532301100278,Single (1),0.018230546712457496,0.24458657659210548,0.2934052923246474
3040,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00055,PG_00055,7.510994750065811,0.33158272281358536,Single (1),0.18019717314133277,0.43564118957167397,0.4822823608406769
3042,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00056,PG_00056,2.9495628147846955,0.10375734758309374,High (>25),0.9369511619809464,0.7613090877270623,0.04552370986423404
3044,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00057,PG_00057,17.43578933233466,0.887038932701169,Single (1),0.038471951301067286,0.510388545035956,0.08945552863135553
3046,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00058,PG_00058,15.728703541614404,0.6439207289510835,High (>25),0.12077916266526112,0.810773254578094,0.21391437207101482
3048,SRB-9001000.001.Pw10_vs_DMSO,Pw10,G_00059,PG_00059,17.331143970092647,0.8094416814965755,High (>25),0.9426284909537098,0.8298989209106199,0.5581490430359484
3050,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00000,PG_00000,1.5352450170754541,0.0001779732723845573,Silent,0.8905384994649324,0.7466846555076535,0.6051785000263743
3052,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00001,PG_00001,0.889211178486502,0.37351697483910284,Low (2-10),0.9672272707685916,0.6175899653521391,0.3716802364723697
3054,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00002,PG_00002,22.875188472758552,0.10141576838259325,Silent,0.2723185374208985,0.11904579131631587,0.1025565571767677
3056,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00003,PG_00003,6.471313062018858,0.9913449259640226,Medium (11-25),0.5352467966770911,0.18025406942129352,0.7925459558396739
3058,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00004,PG_00004,34.32797815030485,0.6158962297502981,Silent,0.9854512204457376,0.5276595802629711,0.8361659460559772
3060,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00005,PG_00005,9.61485939451789,0.3107762387746065,Medium (11-25),0.5982872831732929,0.8150312288552878,0.02908498921529923
3062,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00006,PG_00006,2.7764741890678146,0.05049041141704402,Single (1),0.989178141083063,0.3469617569867324,0.7908402263398772
3064,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00007,PG_00007,8.715737114310599,0.39930483760637436,Single (1),0.6355405744906883,0.38255348527073596,0.33288615164566915
3066,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00008,PG_00008,26.756260570275565,0.9230040004707106,Silent,0.9998052226110481,0.3926849700334719,0.04652031489276243
3068,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00009,PG_00009,35.605410089360724,0.08251711384930183,High (>25),0.09689757392576492,0.31704516712702124,0.7131052141205806
3070,SRB-9001000.001.Pw11_vs_DMSO,Pw11,G_00010,PG_00010,8.99547458773679,0.6290725826203031,Single (1),0.6475842475107301,0.564367044296584,0.7916042934065323
